1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,Access to electricity (% of population),"Access to electricity, urban (% of urban population)",Renewable electricity output (% of total electricity output)
927.0,2.0,11.0,885.0,2.0,1.77,2.53,2.0,1708.0,1225.0,2.0,3.0,2.0,2.0,4.0,3.0,38.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.23,North America,Canada,grande-prairie-canada,100.0,100.0,63.011450040254
608.0,2.0,10.0,2654.0,2.0,1.9,3.8,2.0,1909.0,1042.0,4.0,3.0,2.0,2.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.27,North America,Canada,nanaimo-canada,100.0,100.0,63.011450040254
553.0,2.0,12.0,976.0,2.0,1.5,2.94,2.0,1295.0,880.0,4.0,3.0,3.0,3.0,4.0,3.0,38.0,3.0,3.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.48,North America,Canada,abbotsford-canada,100.0,100.0,63.011450040254
716.0,2.0,11.0,1281.0,2.0,2.85,5.7,1.0,2042.0,1395.0,4.0,3.0,4.0,4.0,4.0,3.0,38.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.29,North America,Canada,lethbridge-canada,100.0,100.0,63.011450040254
1584.0,2.0,11.0,1312.0,2.0,2.28,4.56,1.0,2470.0,1977.0,4.0,3.0,3.0,1.0,4.0,3.0,58.0,1.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,2.0,3.53,North America,Canada,fort-mcmurray-canada,100.0,100.0,63.011450040254
325.0,2.0,36.0,1434.0,3.0,1.85,1.47,3.0,975.0,515.0,3.0,2.0,3.0,2.0,2.0,3.0,12.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,4.0,3.0,4.0,4.0,4.34,Europe,Croatia,zagreb-croatia,100.0,100.0,66.8268375155722
324.0,2.0,19.0,3477.0,3.0,0.53,1.29,2.0,1312.0,434.0,3.0,2.0,3.0,1.0,2.0,3.0,13.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,4.0,3.0,4.0,4.0,4.15,Europe,Croatia,zadar-croatia,100.0,100.0,66.8268375155722
394.0,2.0,20.0,4697.0,3.0,2.09,1.63,1.0,2086.0,636.0,3.0,2.0,3.0,2.0,2.0,3.0,13.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,3.85,Europe,Croatia,split-croatia,100.0,100.0,66.8268375155722
465.0,2.0,23.0,5033.0,3.0,2.41,2.12,1.0,2356.0,796.0,1.0,2.0,2.0,2.0,2.0,3.0,15.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,4.0,3.0,4.0,4.0,3.71,Europe,Croatia,dubrovnik-croatia,100.0,100.0,66.8268375155722
317.0,2.0,18.0,1373.0,3.0,0.57,1.18,3.0,787.0,428.0,2.0,2.0,3.0,1.0,2.0,3.0,11.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,4.0,4.0,4.27,Europe,Croatia,rijeka-croatia,100.0,100.0,66.8268375155722
235.0,2.0,33.0,1098.0,3.0,0.5,1.03,3.0,698.0,348.0,2.0,2.0,3.0,1.0,2.0,3.0,12.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,3.93,Europe,Croatia,osijek-croatia,100.0,100.0,66.8268375155722
639.0,3.0,23.0,1525.0,2.0,1.15,1.99,3.0,1223.0,806.0,2.0,2.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,4.08,Africa,South Africa,cape-town-south-africa,85.3000030517578,88.0680847167969,2.25504182608132
248.0,2.0,19.0,1464.0,2.0,1.0,2.0,3.0,970.0,488.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,1.0,4.0,3.87,Africa,South Africa,port-elizabeth-south-africa,85.3000030517578,88.0680847167969,2.25504182608132
394.0,2.0,85.0,1495.0,2.0,1.0,2.0,3.0,1089.0,612.0,1.0,2.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,3.67,Africa,South Africa,johannesburg-south-africa,85.3000030517578,88.0680847167969,2.25504182608132
225.0,2.0,43.0,1464.0,2.0,1.13,2.25,3.0,1005.0,503.0,2.0,2.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,4.2,Africa,South Africa,pretoria-south-africa,85.3000030517578,88.0680847167969,2.25504182608132
301.0,2.0,55.0,1403.0,2.0,1.13,1.55,3.0,978.0,480.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,4.0,3.52,Africa,South Africa,durban-south-africa,85.3000030517578,88.0680847167969,2.25504182608132
1573.0,2.0,22.0,2440.0,3.0,2.78,3.58,1.0,2875.0,1930.0,3.0,3.0,2.0,2.0,3.0,4.0,46.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,3.0,4.0,4.0,4.33,Europe,Luxembourg,luxembourg-luxembourg,100.0,100.0,32.381667918858
2289.0,3.0,28.0,3111.0,2.0,3.33,3.06,1.0,2591.0,1479.0,3.0,2.0,2.0,3.0,3.0,4.0,20.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.2,Europe,France,paris-france,100.0,100.0,15.8576666299907
797.0,2.0,22.0,1495.0,2.0,2.48,3.93,1.0,1934.0,1283.0,3.0,2.0,3.0,3.0,3.0,4.0,44.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.27,Europe,France,lyon-france,100.0,100.0,15.8576666299907
583.0,2.0,22.0,1434.0,2.0,2.28,3.36,1.0,1651.0,1021.0,3.0,2.0,3.0,2.0,3.0,4.0,42.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.25,Europe,France,bordeaux-france,100.0,100.0,15.8576666299907
833.0,2.0,29.0,2288.0,2.0,2.28,3.5,1.0,2052.0,1237.0,3.0,2.0,3.0,4.0,3.0,4.0,18.0,4.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.33,Europe,France,nice-france,100.0,100.0,15.8576666299907
854.0,2.0,22.0,5246.0,2.0,2.7,2.61,1.0,2913.0,1288.0,3.0,2.0,3.0,4.0,3.0,4.0,30.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,1.0,4.4,Europe,France,cannes-france,100.0,100.0,15.8576666299907
478.0,2.0,7.0,1434.0,2.0,0.0,2.33,2.0,787.0,548.0,2.0,2.0,1.0,2.0,3.0,4.0,30.0,2.0,2.0,3.0,3.0,1.8453259281938423,0.0,1.0,3.0,3.0,4.0,1.0,3.76,Europe,France,chamonix-france,100.0,100.0,15.8576666299907
680.0,2.0,22.0,1891.0,2.0,2.68,2.73,1.0,1882.0,1077.0,2.0,2.0,2.0,2.0,3.0,4.0,74.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,3.95,Europe,France,avignon-france,100.0,100.0,15.8576666299907
579.0,2.0,24.0,1068.0,2.0,2.75,3.75,2.0,1616.0,1070.0,3.0,2.0,3.0,2.0,3.0,4.0,46.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.25,Europe,France,grenoble-france,100.0,100.0,15.8576666299907
487.0,2.0,19.0,1129.0,2.0,2.08,3.12,2.0,1377.0,896.0,3.0,2.0,3.0,2.0,3.0,4.0,34.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.01,Europe,France,nantes-france,100.0,100.0,15.8576666299907
691.0,2.0,19.0,1220.0,2.0,2.88,2.82,2.0,1599.0,1064.0,4.0,2.0,3.0,3.0,3.0,4.0,27.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.36,Europe,France,toulouse-france,100.0,100.0,15.8576666299907
586.0,2.0,29.0,1586.0,2.0,2.18,2.18,2.0,1664.0,963.0,3.0,2.0,3.0,2.0,3.0,4.0,20.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,2.0,3.0,4.0,4.0,4.4,Europe,France,marseille-france,100.0,100.0,15.8576666299907
683.0,2.0,22.0,1373.0,2.0,2.53,3.85,1.0,1801.0,1170.0,4.0,2.0,3.0,4.0,3.0,4.0,52.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.27,Europe,France,lille-france,100.0,100.0,15.8576666299907
688.0,2.0,20.0,1342.0,2.0,2.77,3.0,1.0,1689.0,1092.0,2.0,2.0,2.0,2.0,3.0,4.0,28.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,2.0,4.03,Europe,France,montpellier-france,100.0,100.0,15.8576666299907
671.0,2.0,25.0,1495.0,2.0,2.76,2.89,1.0,1853.0,1102.0,2.0,2.0,2.0,2.0,3.0,4.0,52.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,2.0,4.24,Europe,France,strasbourg-france,100.0,100.0,15.8576666299907
700.0,2.0,21.0,1861.0,2.0,2.47,2.78,2.0,1860.0,1076.0,2.0,2.0,2.0,2.0,3.0,4.0,24.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,2.0,3.88,Europe,France,annecy-france,100.0,100.0,15.8576666299907
323.0,3.0,26.0,1129.0,1.0,1.1,1.96,3.0,992.0,555.0,3.0,2.0,3.0,4.0,3.0,2.0,8.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,4.38,Latin America,Argentina,buenos-aires-argentina,99.6253890991211,99.8606872558594,28.1400691239471
110.0,2.0,10.0,854.0,1.0,1.1,1.19,3.0,563.0,270.0,2.0,2.0,4.0,3.0,3.0,2.0,9.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,3.81,Latin America,Argentina,cordoba-argentina,99.6253890991211,99.8606872558594,28.1400691239471
186.0,2.0,14.0,1068.0,1.0,0.99,1.34,3.0,803.0,362.0,1.0,2.0,2.0,1.0,3.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,3.68,Latin America,Argentina,mendoza-argentina,99.6253890991211,99.8606872558594,28.1400691239471
396.0,2.0,51.50766818885161,1190.0,1.0,0.69,1.2,3.0,717.0,477.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,2.68,Latin America,Argentina,ushuaia-argentina,99.6253890991211,99.8606872558594,28.1400691239471
190.0,2.0,81.0,1007.0,1.0,0.75,1.16,3.0,681.0,335.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,3.62,Latin America,Argentina,rosario-argentina,99.6253890991211,99.8606872558594,28.1400691239471
253.0,2.0,5.0,915.0,1.0,0.34,0.49,3.0,569.0,329.0,2.0,2.0,2.0,3.0,3.0,2.0,11.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,3.62,Latin America,Argentina,mar-del-plata-argentina,99.6253890991211,99.8606872558594,28.1400691239471
656.0,3.0,10.0,1586.0,1.0,0.86,3.37,3.0,1270.0,904.0,4.0,2.0,4.0,2.0,3.0,4.0,25.0,4.0,3.0,2.0,3.0,3.0,0.0,0.0,3.0,3.0,4.0,4.0,4.27,Asia,Taiwan,taipei-taiwan,,,
357.0,2.0,27.0,1251.0,1.0,0.71,1.99,3.0,825.0,508.0,3.0,2.0,2.0,2.0,3.0,4.0,29.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.35,Asia,Taiwan,taichung-taiwan,,,
337.0,2.0,9.0,336.0,1.0,0.93,2.25,3.0,539.0,468.0,3.0,2.0,2.0,3.0,3.0,4.0,26.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.39,Asia,Taiwan,tainan-taiwan,,,
289.0,2.0,29.0,1251.0,1.0,0.71,1.99,3.0,766.0,451.0,4.0,2.0,4.0,2.0,3.0,4.0,29.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.32,Asia,Taiwan,kaohsiung-taiwan,,,
1547.0,2.0,19.0,2074.0,1.0,2.21,3.93,1.0,2369.0,1591.0,4.0,4.0,4.0,3.0,4.0,3.0,22.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.19,Europe,Finland,helsinki-finland,100.0,100.0,44.49903056985
747.0,2.0,18.0,2077.771138771536,1.0,2.06,3.21,1.0,1888.0,1123.0,4.0,4.0,3.0,3.0,4.0,3.0,23.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.297698772079508,Europe,Finland,tampere-finland,100.0,100.0,44.49903056985
990.0,2.0,8.0,1525.0,1.0,2.07,3.51,1.0,1940.0,1367.0,4.0,4.0,4.0,3.0,4.0,3.0,29.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.19,Europe,Finland,espoo-finland,100.0,100.0,44.49903056985
715.0,2.0,15.0,2654.0,1.0,2.06,3.22,1.0,1978.0,1104.0,4.0,4.0,3.0,2.0,4.0,3.0,21.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.29,Europe,Finland,turku-finland,100.0,100.0,44.49903056985
672.0,2.0,13.0,3233.0,1.0,1.92,3.31,1.0,2103.0,1064.0,4.0,4.0,4.0,1.0,4.0,3.0,29.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.04,Europe,Finland,jyvaskyla-finland,100.0,100.0,44.49903056985
583.0,2.0,14.0,3233.0,1.0,1.89,3.15,1.0,1875.0,967.0,4.0,4.0,2.0,2.0,4.0,3.0,25.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.31,Europe,Finland,oulu-finland,100.0,100.0,44.49903056985
366.0,2.0,11.0,763.0,2.0,0.87,1.77,3.0,771.0,524.0,2.0,1.0,2.0,2.0,3.0,1.0,11.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,4.05,Latin America,Brazil,salvador-brazil,99.7108993530273,99.9561996459961,73.9669080481113
896.0,3.0,95.0,1159.0,2.0,0.94,2.02,2.0,1457.0,1057.0,2.166797576297051,1.0,3.0,4.0,3.0,1.0,15.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,3.47,Latin America,Brazil,rio-de-janeiro-brazil,99.7108993530273,99.9561996459961,73.9669080481113
245.0,2.0,49.0,641.0,2.0,0.77,0.86,3.0,638.0,357.0,2.0,1.0,3.0,2.0,3.0,1.0,11.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.44,Latin America,Brazil,belo-horizonte-brazil,99.7108993530273,99.9561996459961,73.9669080481113
554.0,3.0,20.0,824.0,2.0,1.22,1.76,3.0,1061.0,734.0,2.3508545405554573,1.0,4.0,4.0,3.0,1.0,13.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.99,Latin America,Brazil,sao-paulo-brazil,99.7108993530273,99.9561996459961,73.9669080481113
451.0,2.0,33.0,641.0,2.0,1.08,1.45,3.0,834.0,591.0,2.0300514032130845,1.0,3.0,4.0,3.0,1.0,12.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,3.59,Latin America,Brazil,recife-brazil,99.7108993530273,99.9561996459961,73.9669080481113
97.0,2.0,6.0,1348.0157105685798,2.0,0.87,1.68,3.0,510.0,305.0,1.0,1.0,2.0,2.0,3.0,1.0,21.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.75,Latin America,Brazil,campo-grande-brazil,99.7108993530273,99.9561996459961,73.9669080481113
323.0,2.0,17.0,793.0,2.0,0.91,1.72,3.0,785.0,500.0,2.0,1.0,4.0,4.0,3.0,1.0,7.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,2.83,Latin America,Brazil,florianopolis-brazil,99.7108993530273,99.9561996459961,73.9669080481113
295.0,2.0,30.0,732.0,2.0,0.88,1.89,3.0,731.0,482.0,1.0,1.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.6,Latin America,Brazil,vitoria-brazil,99.7108993530273,99.9561996459961,73.9669080481113
291.0,2.0,24.0,610.0,2.0,0.86,1.44,3.0,695.0,453.0,2.0,1.0,3.0,3.0,3.0,1.0,15.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.95,Latin America,Brazil,curitiba-brazil,99.7108993530273,99.9561996459961,73.9669080481113
253.0,2.0,10.0,702.0,2.0,0.75,1.32,3.0,652.0,396.0,2.0,1.0,3.0,3.0,3.0,1.0,18.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.99,Latin America,Brazil,fortaleza-brazil,99.7108993530273,99.9561996459961,73.9669080481113
309.0,2.0,11.0,1083.9355593909468,2.0,1.03,1.55,3.0,807.0,475.0,1.0,1.0,3.0,2.0,3.0,1.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,2.0,3.64,Latin America,Brazil,manaus-brazil,99.7108993530273,99.9561996459961,73.9669080481113
322.0,2.0,66.0,702.0,2.0,0.64,1.29,3.0,710.0,458.0,1.0,1.0,3.0,4.0,3.0,1.0,13.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.27,Latin America,Brazil,porto-alegre-brazil,99.7108993530273,99.9561996459961,73.9669080481113
223.0,2.0,65.0,641.0,2.0,0.88,1.35,3.0,617.0,374.0,2.0,1.0,2.0,1.0,3.0,1.0,11.0,2.0,3.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,3.04,Latin America,Brazil,goiania-brazil,99.7108993530273,99.9561996459961,73.9669080481113
389.0,2.0,31.0,1190.0,2.0,0.96,1.64,3.0,985.0,561.0,1.0,1.0,4.0,2.0,3.0,1.0,12.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.82,Latin America,Brazil,brasilia-brazil,99.7108993530273,99.9561996459961,73.9669080481113
245.0,2.0,30.0,641.0,2.0,0.88,1.89,3.0,672.0,439.0,1.0,1.0,2.0,2.0,3.0,1.0,11.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,1.0,3.74,Latin America,Brazil,sao-jose-dos-campos-brazil,99.7108993530273,99.9561996459961,73.9669080481113
183.0,2.0,60.0,549.0,2.0,0.82,1.8,2.0,655.0,385.0,1.0,1.0,2.0,1.0,3.0,1.0,11.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,4.0,3.33,Latin America,Brazil,anapolis-brazil,99.7108993530273,99.9561996459961,73.9669080481113
325.0,2.0,18.0,976.0,2.0,0.89,1.35,3.0,801.0,459.0,2.0,1.0,3.0,2.0,3.0,1.0,20.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.55,Latin America,Brazil,itapema-brazil,99.7108993530273,99.9561996459961,73.9669080481113
318.0,2.0,35.0,671.0,2.0,0.96,1.61,3.0,765.0,492.0,2.0,1.0,3.0,2.0,3.0,1.0,15.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.89,Latin America,Brazil,campinas-brazil,99.7108993530273,99.9561996459961,73.9669080481113
354.0,2.0,43.0,1037.0,1.805062538723656,0.75,1.24,3.0,851.0,487.0,3.0,1.0,3.0,3.0,1.0,1.0,26.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.38,Europe,Bulgaria,sofia-bulgaria,100.0,100.0,17.9885929998769
239.0,2.0,6.0,1159.0,1.8296543416458,0.89,1.19,3.0,761.0,370.0,3.0,1.0,3.0,4.0,1.0,1.0,19.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,2.0,4.18,Europe,Bulgaria,bansko-bulgaria,100.0,100.0,17.9885929998769
239.0,2.0,51.0,1830.0,2.252309389553348,0.84,1.43,3.0,936.0,395.0,3.0,1.0,3.0,3.0,1.0,1.0,20.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.33,Europe,Bulgaria,varna-bulgaria,100.0,100.0,17.9885929998769
239.0,2.0,59.0,1129.0,2.400266831908462,0.79,1.69,3.0,783.0,418.0,3.0,1.0,3.0,2.0,1.0,1.0,300.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.42,Europe,Bulgaria,plovdiv-bulgaria,100.0,100.0,17.9885929998769
296.0,2.0,36.0,1983.0,1.8170746428558175,1.25,2.41,3.0,1141.0,527.0,4.0,1.0,3.0,2.0,1.0,1.0,26.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,4.33,Europe,Bulgaria,burgas-bulgaria,100.0,100.0,17.9885929998769
206.81479933520984,2.0,12.0,824.0,2.0,0.17,0.62,3.0,1090.5251975177428,569.2580142025636,2.0,1.0,2.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.57,Middle East,Egypt,dahab-egypt,99.3000030517578,99.0999984741211,8.25928551410343
196.0,2.0,23.0,915.0,2.0,0.28,1.35,3.0,568.0,311.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.91,Middle East,Egypt,cairo-egypt,99.3000030517578,99.0999984741211,8.25928551410343
858.0,2.0,14.0,3294.0,2.0,0.28,0.56,3.0,1585.0,806.0,4.0,1.0,4.0,4.0,1.0,2.0,9.0,4.0,3.0,1.0,3.0,4.0,1.0,0.0,3.0,3.0,4.0,4.0,4.13,Middle East,Egypt,el-gouna-egypt,99.3000030517578,99.0999984741211,8.25928551410343
340.0,2.0,53.0,1190.0,1.898570995596947,0.51,1.72,3.0,852.0,510.0,2.0,1.0,3.0,3.0,2.0,1.0,10.0,1.0,4.0,1.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.12,Europe,Turkey,istanbul-turkey,100.0,100.0,31.9566205597766
187.0,2.0,25.0,1159.0,1.668140306011705,0.49,1.3,3.0,648.0,315.0,1.0,1.0,3.0,2.0,2.0,1.0,8.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,4.0,4.33,Europe,Turkey,alanya-turkey,100.0,100.0,31.9566205597766
144.0,2.0,51.0,1159.0,1.962626885542987,0.51,1.46,3.0,635.0,297.0,2.0,1.0,4.0,4.0,2.0,1.0,11.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.44,Europe,Turkey,antalya-turkey,100.0,100.0,31.9566205597766
190.0,2.0,77.0,610.0,1.6844518065130358,0.57,1.26,3.0,553.0,337.0,1.0,1.0,2.0,1.0,2.0,1.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3.63,Europe,Turkey,ankara-turkey,100.0,100.0,31.9566205597766
219.0,2.0,49.0,702.0,2.018263161418973,0.45,1.12,3.0,548.0,343.0,3.0,1.0,3.0,3.0,2.0,1.0,14.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,4.37,Europe,Turkey,izmir-turkey,100.0,100.0,31.9566205597766
200.0,2.0,18.0,2257.0,1.5746853493170003,0.58,1.37,3.0,916.0,326.0,2.0,1.0,4.0,2.0,2.0,1.0,10.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.83,Europe,Turkey,bodrum-turkey,100.0,100.0,31.9566205597766
116.0,2.0,37.0,854.0,1.8159182529211624,0.46,1.07,3.0,491.0,232.0,2.0,1.0,2.0,2.0,2.0,1.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,2.0,3.21,Europe,Turkey,bursa-turkey,100.0,100.0,31.9566205597766
321.0,2.0,34.0,1281.0,2.0379874394855912,1.71,1.48,3.0,1030.0,537.0,2.0,1.0,2.0,2.0,2.0,2.758433269227342,18.0,2.0,1.0,3.0,3.0,1.2317063660618364,0.0,0.0,3.0,3.0,4.0,4.0,3.94,Europe,Montenegro,podgorica-montenegro,100.0,100.0,49.6503496503497
467.0,2.0,35.0,2959.0,1.6440449518958573,1.55,1.92,2.0,1552.0,681.0,1.0,1.0,2.0,2.0,2.0,2.390443411844143,17.0,1.0,1.0,3.0,3.0,1.7751474236128033,0.0,0.0,3.0,3.0,4.0,4.0,3.2,Europe,Montenegro,budva-montenegro,100.0,100.0,49.6503496503497
320.0,2.0,28.0,1495.0,1.9084310726442064,0.39,1.13,3.0,880.0,426.0,1.0,1.0,4.0,2.0,2.0,1.9522370658276773,13.0,2.0,2.0,3.0,3.0,2.0187990187922056,0.0,0.0,3.0,3.0,4.0,4.0,3.18,Europe,Montenegro,bar-montenegro,100.0,100.0,49.6503496503497
492.0,2.0,23.0,1312.0,1.0,0.87,2.1,2.0,1257.0,762.0,2.0,1.0,3.0,3.0,2.0,3.0,10.0,1.6254863867822178,2.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,2.0,3.85,Africa,Morocco,rabat-morocco,97.3000030517578,99.1132049560547,14.3088903309539
742.0,2.0,50.0,2227.0,1.0,0.42,1.06,3.0,1343.0,744.0,2.0,1.0,3.0,4.0,2.0,3.0,10.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,3.0,4.0,4.16,Africa,Morocco,marrakesh-morocco,97.3000030517578,99.1132049560547,14.3088903309539
192.0,2.0,40.0,1403.0,1.0,0.61,1.3,3.0,622.0,272.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,3.0,3.0,4.0,4.04,Africa,Morocco,fes-morocco,97.3000030517578,99.1132049560547,14.3088903309539
264.0,2.0,50.0,1312.0,1.0,0.5,0.9,3.0,710.0,349.0,2.0,1.0,4.0,2.0,2.0,3.0,6.0,2.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,3.0,3.0,1.0,4.53,Africa,Morocco,taghazout-morocco,97.3000030517578,99.1132049560547,14.3088903309539
