1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,Access to electricity (% of population),"Access to electricity, urban (% of urban population)",Renewable electricity output (% of total electricity output)
440.0,2.0,27.0,1464.0,3.0,1.1,1.9,3.0,1052.0,608.0,3.0,3.0,2.0,2.0,3.0,2.0,42.0,1.0,2.0,3.0,3.0,1.8997426846444876,0.0,0.0,3.0,3.0,4.0,4.0,4.17,Europe,Slovakia,bratislava-slovakia,100.0,100.0,22.6794833283268
467.0,2.0,29.0,1129.0,3.0,0.92,1.17,3.0,913.0,568.0,3.0,3.0,2.0,3.0,3.0,2.0,40.0,1.0,1.0,3.0,3.0,1.5036566453663749,0.0,0.0,3.0,3.0,4.0,4.0,4.17,Europe,Slovakia,kosice-slovakia,100.0,100.0,22.6794833283268
1208.0,2.0,29.0,2257.0,3.0,0.94,1.28,2.0,1792.0,1211.0,3.0,2.0,2.0,3.0,2.0,2.0,37.0,1.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.93,Europe,Hungary,budapest-hungary,100.0,100.0,10.5826906598115
1396.0,2.0,15.0,7503.0,3.0,2.54,5.02,1.0,4013.0,1913.0,4.0,3.0,3.0,2.0,4.0,4.0,30.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,2.0,4.02,Europe,Iceland,reykjavik-iceland,100.0,100.0,99.9787222724613
1569.0,4.0,23.0,5002.0,1.0,2.67,3.99,1.0,2894.0,1849.0,3.0,4.0,4.0,3.0,4.0,4.0,9.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.44,Europe,Netherlands,amsterdam-netherlands,100.0,100.0,12.4420823112565
858.0,2.0,24.0,2044.0,1.0,2.77,3.5,1.0,2092.0,1276.0,3.0,4.0,3.0,3.0,4.0,4.0,48.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.29,Europe,Netherlands,rotterdam-netherlands,100.0,100.0,12.4420823112565
1170.0,2.0,20.0,2623.0,1.0,2.73,3.61,1.0,2509.0,1565.0,4.0,4.0,4.0,3.0,4.0,4.0,48.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.28,Europe,Netherlands,utrecht-netherlands,100.0,100.0,12.4420823112565
963.0,2.0,24.0,2166.0,1.0,2.79,3.47,1.0,2152.0,1329.0,3.0,4.0,3.0,3.0,4.0,4.0,45.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.43,Europe,Netherlands,groningen-netherlands,100.0,100.0,12.4420823112565
817.0,2.0,24.0,1464.0,1.0,2.58,3.41,1.0,1905.0,1229.0,3.488494553225736,4.0,3.0,2.0,4.0,4.0,42.0,2.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.23,Europe,Netherlands,nijmegen-netherlands,100.0,100.0,12.4420823112565
717.0,2.0,9.0,3386.0,1.0,2.35,2.85,1.0,2431.0,1123.0,2.0,4.0,2.0,1.0,4.0,4.0,55.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.98,Europe,Netherlands,deventer-netherlands,100.0,100.0,12.4420823112565
901.0,2.0,21.0,2684.0,1.0,2.73,3.51,1.0,2386.0,1333.0,4.0,4.0,4.0,3.0,4.0,4.0,72.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.14,Europe,Netherlands,leiden-netherlands,100.0,100.0,12.4420823112565
1313.0,2.0,18.0,2257.0,1.0,3.06,3.5,1.0,2419.0,1664.0,4.0,4.0,4.0,3.0,4.0,4.0,63.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.14,Europe,Netherlands,the-hague-netherlands,100.0,100.0,12.4420823112565
906.0,2.0,9.0,3508.0,1.0,2.55,3.03,1.0,2595.0,1320.0,3.0,4.0,3.0,3.0,4.0,4.0,28.0,4.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.17,Europe,Netherlands,haarlem-netherlands,100.0,100.0,12.4420823112565
1107.0,2.0,23.0,2501.0,1.0,2.7,4.08,1.0,2519.0,1551.0,4.0,4.0,3.0,2.0,4.0,4.0,55.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.22,Europe,Netherlands,eindhoven-netherlands,100.0,100.0,12.4420823112565
814.0,2.0,11.0,1464.0,1.0,2.95,3.77,1.0,2006.0,1252.0,3.0,4.0,2.0,3.0,4.0,4.0,36.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.24,Europe,Netherlands,tilburg-netherlands,100.0,100.0,12.4420823112565
758.0,2.0,23.0,2013.0,1.0,2.33,3.15,1.0,2065.0,1164.0,3.0,4.0,3.0,1.0,4.0,4.0,45.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.18,Europe,Netherlands,zwolle-netherlands,100.0,100.0,12.4420823112565
701.0,2.0,9.0,2105.0,1.0,2.39,2.89,1.0,2123.0,1118.0,2.0,4.0,2.0,1.0,4.0,4.0,56.0,3.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,4.05,Europe,Netherlands,arnhem-netherlands,100.0,100.0,12.4420823112565
684.0,2.0,6.0,1190.0,1.0,2.62,2.89,1.0,1798.0,1078.0,2.0,4.0,2.0,2.0,4.0,4.0,63.0,1.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,4.06,Europe,Netherlands,leeuwarden-netherlands,100.0,100.0,12.4420823112565
904.0,2.0,22.0,2715.0,1.0,2.99,3.85,1.0,2411.0,1350.0,3.0,4.0,2.0,3.0,4.0,4.0,45.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.34,Europe,Netherlands,breda-netherlands,100.0,100.0,12.4420823112565
1512.0,4.0,14.0,1830.0,2.0,2.15,3.62,1.0,1980.0,1258.0,3.0,3.0,3.0,2.0,4.0,3.0,25.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,4.1,Oceania,New Zealand,auckland-new-zealand,100.0,100.0,80.0814387512725
610.0,2.0,1.0,2989.0,2.0,1.92,2.94,1.0,2061.0,1019.0,2.0,3.0,3.0,3.0,4.0,3.0,37.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.58,Oceania,New Zealand,queenstown-new-zealand,100.0,100.0,80.0814387512725
830.0,3.0,21.0,1556.0,2.0,1.13,2.26,2.0,1483.0,1018.0,3.419581894035847,3.0,4.0,3.0,4.0,3.0,30.0,2.0,2.0,4.0,3.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,3.82,Oceania,New Zealand,christchurch-new-zealand,100.0,100.0,80.0814387512725
813.0,2.0,13.0,1891.0,2.0,1.81,3.17,2.0,1760.0,1136.0,4.0,3.0,4.0,2.0,4.0,3.0,43.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,4.18,Oceania,New Zealand,wellington-new-zealand,100.0,100.0,80.0814387512725
610.0,2.0,18.0,2654.0,2.0,1.69,3.05,2.0,1816.0,966.0,4.0,3.0,3.0,2.0,4.0,3.0,40.0,2.0,3.0,4.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,4.15,Oceania,New Zealand,dunedin-new-zealand,100.0,100.0,80.0814387512725
713.0,3.0,27.0,1739.0,2.0,1.47,2.25,2.0,1395.0,881.0,4.0,2.0,3.056887001919671,4.0,3.06937161456992,3.0,24.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.55,Europe,Czechia,prague-czechia,100.0,100.0,11.4045705432362
479.0,2.0,25.0,1373.0,2.0,1.01,2.03,3.0,1009.0,630.0,3.0,2.0,3.0,2.0,2.7825759717860103,3.0,29.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.93,Europe,Czechia,brno-czechia,100.0,100.0,11.4045705432362
2520.0,2.0,20.0,2898.0,1.0,4.22,4.94,1.0,3426.0,2305.0,4.0,3.0,3.0,3.0,4.0,4.0,28.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,4.34,Europe,Switzerland,zurich-switzerland,100.0,100.0,62.1979817540887
1330.0,2.0,23.0,2074.0,1.0,3.96,4.65,1.0,2526.0,1789.0,4.0,3.0,4.0,3.0,4.0,4.0,46.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.44,Europe,Switzerland,bern-switzerland,100.0,100.0,62.1979817540887
2320.0,2.0,7.0,2410.0,1.0,3.77,5.48,1.0,3281.0,2262.0,3.0,3.0,4.0,3.0,4.0,4.0,41.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.84,Europe,Switzerland,geneva-switzerland,100.0,100.0,62.1979817540887
1376.0,2.0,20.0,2257.0,1.0,3.99,4.22,1.0,2641.0,1796.0,4.0,3.0,3.0,2.0,4.0,4.0,41.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.1,Europe,Switzerland,basel-switzerland,100.0,100.0,62.1979817540887
1355.0,2.0,20.0,2105.0,1.0,3.52,5.45,1.0,2856.0,1958.0,3.0,3.0,3.0,2.0,4.0,4.0,39.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.58,Europe,Switzerland,lausanne-switzerland,100.0,100.0,62.1979817540887
898.0,2.0,5.0,6375.0,1.0,3.97,4.3,1.0,3467.0,1436.0,2.0,3.0,2.0,3.0,4.0,4.0,51.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.75,Europe,Switzerland,interlaken-switzerland,100.0,100.0,62.1979817540887
1374.0,2.0,20.0,2196.0,1.0,3.19,3.32,1.0,2838.0,1866.0,4.0,3.0,4.0,2.0,4.0,4.0,48.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,4.34,Europe,Switzerland,lugano-switzerland,100.0,100.0,62.1979817540887
1175.0,2.0,8.0,1891.0,1.0,2.86,1.86,1.0,2401.0,1500.0,3.0,2.0,3.0,3.0,2.0,4.0,17.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.97,Europe,Italy,milan-italy,100.0,100.0,38.6792251795342
1279.0,2.0,18.0,2288.0,1.0,2.47,1.26,1.0,2510.0,1530.0,2.0,2.0,3.0,4.0,2.0,4.0,22.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,2.96,Europe,Italy,rome-italy,100.0,100.0,38.6792251795342
704.0,2.0,25.0,1617.0,1.0,2.33,1.87,1.0,1917.0,1069.0,2.0,2.0,4.0,2.0,2.0,4.0,20.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.26,Europe,Italy,bologna-italy,100.0,100.0,38.6792251795342
934.0,2.0,23.0,2288.0,1.0,2.14,1.39,1.0,2127.0,1207.0,2.0,2.0,3.0,3.0,2.0,4.0,14.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.62,Europe,Italy,naples-italy,100.0,100.0,38.6792251795342
445.0,2.0,26.0,1922.0,1.0,2.14,1.58,2.0,1502.0,719.0,2.0,2.0,2.0,2.0,2.0,4.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.75,Europe,Italy,palermo-italy,100.0,100.0,38.6792251795342
810.0,2.0,20.0,2257.0,1.0,2.36,1.35,1.0,2027.0,1117.0,3.0,2.0,4.0,4.0,2.0,4.0,21.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.88,Europe,Italy,florence-italy,100.0,100.0,38.6792251795342
408.0,2.0,8.0,1464.0,1.0,1.98,1.69,2.0,1358.0,688.0,2.0,2.0,2.0,2.0,2.0,4.0,28.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.87,Europe,Italy,palermo-sicily-italy,100.0,100.0,38.6792251795342
904.0,2.0,28.0,3081.0,1.0,2.74,5.4,1.0,2543.0,1444.0,4.0,2.0,4.0,4.0,2.0,4.0,18.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,2.0,4.06,Europe,Italy,venice-italy,100.0,100.0,38.6792251795342
754.0,2.0,25.0,2074.0,1.0,2.22,2.43,1.0,1870.0,1074.0,3.0,2.0,2.0,3.0,2.0,4.0,14.0,2.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,4.41,Europe,Italy,pisa-italy,100.0,100.0,38.6792251795342
714.0,2.0,28.0,3050.0,1.0,1.88,1.9,1.0,2019.0,1017.0,2.0,2.0,3.0,2.0,2.0,4.0,19.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.85,Europe,Italy,como-italy,100.0,100.0,38.6792251795342
698.0,2.0,24.0,2684.0,1.0,1.76,1.35,2.0,1865.0,936.0,4.0,2.0,3.0,3.0,2.0,4.0,25.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.38,Europe,Italy,trento-italy,100.0,100.0,38.6792251795342
675.0,2.0,9.0,3111.0,1.0,2.48,1.59,1.0,2262.0,1028.0,2.0,2.0,2.0,1.0,2.0,4.0,16.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.75,Europe,Italy,siena-italy,100.0,100.0,38.6792251795342
743.0,2.0,34.0,2867.0,1.0,2.33,3.17,1.0,2239.0,1175.0,2.4719796530524003,2.0,3.0,2.0,2.0,4.0,22.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.28,Europe,Italy,verona-italy,100.0,100.0,38.6792251795342
626.0,2.0,31.0,3904.0,1.0,2.85,1.94,1.0,2448.0,1004.0,2.0,2.0,3.0,2.0,2.0,4.0,20.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.81,Europe,Italy,rimini-italy,100.0,100.0,38.6792251795342
646.0,2.0,18.0,1312.0,1.0,2.6,1.75,1.0,1798.0,1042.0,2.0,2.0,3.0,3.0,2.0,4.0,27.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.019301689274,Europe,Italy,turin-italy,100.0,100.0,38.6792251795342
553.0,2.0,29.0,1861.0,1.0,2.96,2.06,1.0,1991.0,990.0,2.0,2.0,2.0,2.522606855460604,2.0,4.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.81,Europe,Italy,ferrara-italy,100.0,100.0,38.6792251795342
568.0,2.0,29.0,2593.0,1.0,2.33,1.53,1.0,2032.0,918.0,2.0,2.0,2.0,2.0,2.0,4.0,28.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.87,Europe,Italy,lucca-italy,100.0,100.0,38.6792251795342
1140.0,2.0,12.0,3782.0,1.0,0.0,0.0,1.0,2055.0,1022.0,2.0,2.0,2.0,2.0,2.0,4.0,41.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.7,Europe,Italy,amalfi-italy,100.0,100.0,38.6792251795342
557.0,2.0,22.0,1861.0,1.0,2.83,1.71,2.0,1512.0,833.0,4.0,2.0,3.0,2.0,2.0,4.0,10.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,4.34,Europe,Italy,trieste-italy,100.0,100.0,38.6792251795342
711.0,2.0,21.0,2288.0,1.0,2.28,1.49,1.0,1901.0,992.0,3.0,2.0,4.0,3.0,2.0,4.0,10.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.82,Europe,Italy,genoa-italy,100.0,100.0,38.6792251795342
608.0,2.0,29.0,1312.0,1.0,2.43,4.55,1.0,1753.0,1132.0,3.0,2.0,4.0,3.0,2.0,4.0,24.0,3.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.08,Europe,Italy,modena-italy,100.0,100.0,38.6792251795342
624.0,2.0,34.0,1556.0,1.0,1.99,1.75,2.0,1608.0,936.0,3.0,2.0,3.0,3.0,2.0,4.0,13.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.57,Europe,Italy,padova-italy,100.0,100.0,38.6792251795342
630.0,2.0,31.0,2318.0,1.0,2.21,1.88,1.0,2001.0,973.0,2.0,2.0,2.0,2.0,2.0,4.0,24.0,1.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,1.0,4.25,Europe,Italy,cagliari-sardinia-italy,100.0,100.0,38.6792251795342
673.0,2.0,34.0,1891.0,1.0,1.99,1.58,2.0,1708.0,940.0,3.0,2.0,2.0,3.0,2.0,4.0,19.0,1.0,3.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,4.0,4.49,Europe,Italy,treviso-italy,100.0,100.0,38.6792251795342
711.0,2.0,32.0,2776.0,2.0,1.34,2.84,2.0,1748.0,966.0,2.0,2.0,2.0,2.0,2.0,4.0,15.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,4.0,3.0,4.0,4.0,3.84,Asia,Japan,osaka-japan,100.0,100.0,15.9847807230219
675.0,2.0,18.0,1190.0,2.0,1.3,3.32,2.0,1339.0,959.0,3.0,2.0,2.0,4.0,2.0,4.0,17.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.1,Asia,Japan,kobe-japan,100.0,100.0,15.9847807230219
2010.0,3.0,28.0,1678.0,2.0,1.6,3.12,1.0,2133.0,1592.0,3.0,2.0,3.0,3.0,2.0,4.0,19.0,3.0,4.0,3.0,3.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,4.15,Asia,Japan,tokyo-japan,100.0,100.0,15.9847807230219
589.0,2.0,28.0,3691.0,2.0,1.41,3.55,2.0,1889.0,922.0,3.0,2.0,2.0,4.0,2.0,4.0,17.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.03,Asia,Japan,kyoto-japan,100.0,100.0,15.9847807230219
692.0,2.0,18.0,1890.5632342887648,2.0,1.19,3.34,2.0,1611.0,1015.0,3.0,2.0,2.0,2.0,2.0,4.0,36.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,2.93,Asia,Japan,hiroshima-japan,100.0,100.0,15.9847807230219
622.0,2.0,35.0,1190.0,2.0,0.95,3.1,3.0,1251.0,918.0,3.0,2.0,2.0,3.0,2.0,4.0,46.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.97,Asia,Japan,fukuoka-japan,100.0,100.0,15.9847807230219
590.0,2.0,19.0,3050.0,2.0,1.11,4.22,2.0,1804.0,978.0,2.0,2.0,2.0,3.0,2.0,4.0,22.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.03,Asia,Japan,sapporo-japan,100.0,100.0,15.9847807230219
673.0,2.0,20.0,1037.0,2.0,1.18,3.58,2.0,1391.0,1051.0,3.0,2.0,2.0,2.0,2.0,4.0,15.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,2.86,Asia,Japan,naha-okinawa-japan,100.0,100.0,15.9847807230219
580.0,2.0,22.0,976.0,2.0,1.1,3.35,3.0,1212.0,905.0,2.0,2.0,1.0,2.0,2.0,4.0,16.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,3.03,Asia,Japan,sendai-japan,100.0,100.0,15.9847807230219
510.0,2.0,31.0,1600.4448983074049,2.0,1.3,3.1,3.0,1291.0,805.0,2.0,2.0,1.0,2.0,2.0,4.0,17.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,3.55,Asia,Japan,okayama-japan,100.0,100.0,15.9847807230219
598.0,2.0,30.0,946.0,2.0,1.33,3.38,2.0,1271.0,936.0,3.0,2.0,1.0,3.0,2.0,4.0,18.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.69,Asia,Japan,nagoya-japan,100.0,100.0,15.9847807230219
673.0,2.0,28.0,1896.654597311887,2.0,1.07,3.11,2.0,1426.0,885.0,3.0,2.0,2.0,4.0,2.0,4.0,15.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,2.0,3.15,Asia,Japan,okinawa-okinawa-japan,100.0,100.0,15.9847807230219
700.0,2.0,13.0,1901.7038645295556,2.0,1.17,2.88,3.0,1570.0,970.0,3.0,2.0,2.0,3.0,2.0,4.0,36.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.1,Asia,Japan,hamamatsu-japan,100.0,100.0,15.9847807230219
1129.0,2.0,29.0,915.0,2.0,1.26,2.92,2.0,1608.0,1342.0,2.0,2.0,2.0,3.0,2.0,4.0,20.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,3.2,Asia,Japan,yokohama-japan,100.0,100.0,15.9847807230219
830.0,2.0,14.0,2623.0,2.141193671932353,1.7,2.58,1.0,2173.0,1143.0,3.0,2.0,3.0,3.0,3.0,4.0,43.0,3.0,3.0,3.0,3.0,2.562193261672811,0.0,1.0,4.0,3.0,4.0,4.0,3.89,Europe,Malta,sliema-malta,100.0,100.0,7.67459708365311
1175.0,2.0,14.0,2166.0,2.0,1.44,2.55,1.0,2000.0,1285.0,3.0,3.0,3.0,3.0,4.0,3.0,38.0,4.0,4.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.35,North America,Canada,toronto-canada,100.0,100.0,63.011450040254
663.0,2.0,17.0,1312.0,2.0,1.5,2.43,2.0,1450.0,934.0,4.0,3.0,4.0,2.0,4.0,3.0,17.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.39,North America,Canada,winnipeg-canada,100.0,100.0,63.011450040254
1620.0,4.0,12.0,2745.0,2.0,1.5,3.06,1.0,2406.0,1613.0,4.0,3.0,3.0,2.0,4.0,3.0,33.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.46,North America,Canada,vancouver-canada,100.0,100.0,63.011450040254
671.0,2.0,16.0,1495.0,2.0,1.45,2.56,2.0,1507.0,965.0,4.0,3.0,3.0,3.0,4.0,3.0,20.0,4.0,3.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.44,North America,Canada,montreal-canada,100.0,100.0,63.011450040254
945.0,2.0,11.0,1403.0,2.0,1.9,3.49,2.0,1834.0,1300.0,2.0,3.0,3.0,2.0,4.0,3.0,17.0,2.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.94,North America,Canada,calgary-canada,100.0,100.0,63.011450040254
744.0,2.0,15.0,1678.0,2.0,1.62,3.16,2.0,1725.0,1091.0,4.0,3.0,4.0,3.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.45,North America,Canada,kitchener-canada,100.0,100.0,63.011450040254
758.0,2.0,8.0,2593.0,2.0,1.74,3.4,1.0,1984.0,1124.0,4.0,3.0,4.0,4.0,4.0,3.0,38.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.34,North America,Canada,kelowna-canada,100.0,100.0,63.011450040254
852.0,2.0,13.0,2166.0,2.0,1.57,3.06,2.0,1841.0,1148.0,4.0,3.0,4.0,1.0,4.0,3.0,38.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.26,North America,Canada,victoria-canada,100.0,100.0,63.011450040254
1336.0,2.0,7.0,2806.0,2.0,1.52,3.16,1.0,2412.0,1571.0,2.0,3.0,3.0,2.0,4.0,3.0,58.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.05,North America,Canada,whistler-canada,100.0,100.0,63.011450040254
782.0,2.0,12.0,1617.0,2.0,1.49,3.33,2.0,1717.0,1119.0,4.0,3.0,3.0,2.0,4.0,3.0,38.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.22,North America,Canada,halifax-canada,100.0,100.0,63.011450040254
827.0,2.0,16.0,1281.0,2.0,1.58,2.74,2.0,1573.0,1100.0,4.0,3.0,4.0,2.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.94,North America,Canada,saskatoon-canada,100.0,100.0,63.011450040254
760.0,2.0,25.0,1373.0,2.0,1.53,3.12,1.0,1597.0,1088.0,3.3552006903533,3.0,3.0,2.0,4.0,3.0,16.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.19,North America,Canada,regina-canada,100.0,100.0,63.011450040254
808.0,2.0,11.0,1434.0,2.0,1.52,2.63,2.0,1638.0,1094.0,4.0,3.0,4.0,2.0,4.0,3.0,38.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.24,North America,Canada,ottawa-canada,100.0,100.0,63.011450040254
633.0,3.0,17.0,1525.0,2.0,1.81,2.2,2.0,1544.0,913.0,3.0,3.0,4.0,2.0,4.0,3.0,45.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.27,North America,Canada,windsor-canada,100.0,100.0,63.011450040254
456.0,2.0,18.0,2013.0,2.0,0.89,1.77,2.0,1216.0,638.0,4.0,3.0,3.0,2.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.03,North America,Canada,quebec-city-canada,100.0,100.0,63.011450040254
780.0,2.0,14.0,1495.0,2.0,1.28,2.72,2.0,1652.0,1067.0,2.0,3.0,2.0,2.0,4.0,3.0,38.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,4.3,North America,Canada,guelph-canada,100.0,100.0,63.011450040254
522.0,2.0,11.0,1617.0,2.0,1.64,3.17,2.0,1530.0,898.0,4.0,3.0,4.0,2.0,4.0,3.0,38.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.24,North America,Canada,moncton-canada,100.0,100.0,63.011450040254
914.0,2.0,15.0,1281.0,2.0,1.5,2.28,2.0,1637.0,1158.0,4.0,3.0,4.0,1.0,4.0,3.0,14.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,3.91,North America,Canada,edmonton-canada,100.0,100.0,63.011450040254
